psc_code,psc_name
6080,FIBER OPTIC KITS AND SETS
6099,MISCELLANEOUS FIBER OPTIC COMPONENTS
61,"ELECTRIC WIRE, POWER DISTRIB EQPT"
6105,"MOTORS, ELECTRICAL"
6110,ELECTRICAL CONTROL EQUIPMENT
6115,"GENERATORS AND GENERATOR SETS, ELECTRICAL"
6116,"FUEL CELL POWER UNITS, COMPONENTS, AND ACCESSORIES"
6117,SOLAR ELECTRIC POWER SYSTEMS
6120,TRANSFORMERS: DISTRIBUTION AND POWER STATION
6125,"CONVERTERS, ELECTRICAL, ROTATING"
6130,"CONVERTERS, ELECTRICAL, NONROTATING"
6135,"BATTERIES, NONRECHARGEABLE"
6140,"BATTERIES, RECHARGEABLE"
6145,"WIRE AND CABLE, ELECTRICAL"
6150,MISCELLANEOUS ELECTRIC POWER AND DISTRIBUTION EQUIPMENT
6160,"MISCELLANEOUS BATTERY RETAINING FIXTURES, LINERS AND ANCILLARY ITEMS"
62,"LIGHTING FIXTURES, LAMPS"
6210,INDOOR AND OUTDOOR ELECTRIC LIGHTING FIXTURES
6220,ELECTRIC VEHICULAR LIGHTS AND FIXTURES
6230,ELECTRIC PORTABLE AND HAND LIGHTING EQUIPMENT
6240,ELECTRIC LAMPS
6250,"BALLASTS, LAMPHOLDERS, AND STARTERS"
6260,NONELECTRICAL LIGHTING FIXTURES
63,"ALARM, SIGNAL, SECURITY DETECTION"
6310,TRAFFIC AND TRANSIT SIGNAL SYSTEMS
6320,SHIPBOARD ALARM AND SIGNAL SYSTEMS
6330,RAILROAD SIGNAL AND WARNING DEVICES
6340,AIRCRAFT ALARM AND SIGNAL SYSTEMS
6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
65,MEDICAL/DENTAL/VETERINARY EQPT/SUPP
6505,DRUGS AND BIOLOGICALS
6506,BLOOD
6507,BLOOD DERIVATIVES
6508,MEDICATED COSMETICS AND TOILETRIES
6509,"DRUGS AND BIOLOGICALS, VETERINARY USE"
6510,SURGICAL DRESSING MATERIALS
6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6520,"DENTAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6525,"IMAGING EQUIPMENT AND SUPPLIES: MEDICAL, DENTAL, VETERINARY"
6530,"HOSPITAL FURNITURE, EQUIPMENT, UTENSILS, AND SUPPLIES"
6532,HOSPITAL AND SURGICAL CLOTHING AND RELATED SPECIAL PURPOSE ITEMS
6540,"OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES"
6545,"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS"
6550,"IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS"
66,INSTRUMENTS AND LABORATORY EQPT
6605,NAVIGATIONAL INSTRUMENTS
6610,FLIGHT INSTRUMENTS
6615,AUTOMATIC PILOT MECHANISMS AND AIRBORNE GYRO COMPONENTS
6620,ENGINE INSTRUMENTS
6625,ELECTRICAL AND ELECTRONIC PROPERTIES MEASURING AND TESTING INSTRUMENTS
6630,CHEMICAL ANALYSIS INSTRUMENTS
6635,PHYSICAL PROPERTIES TESTING AND INSPECTION
6636,ENVIRONMENTAL CHAMBERS AND RELATED EQUIPMENT
6640,LABORATORY EQUIPMENT AND SUPPLIES
6645,TIME MEASURING INSTRUMENTS
6650,"OPTICAL INSTRUMENTS, TEST EQUIPMENT, COMPONENTS AND ACCESSORIES"
6655,GEOPHYSICAL INSTRUMENTS
6660,METEOROLOGICAL INSTRUMENTS AND APPARATUS
6665,HAZARD-DETECTING INSTRUMENTS AND APPARATUS
6670,SCALES AND BALANCES
6675,"DRAFTING, SURVEYING, AND MAPPING INSTRUMENTS"
6680,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS"
6685,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS"
6695,COMBINATION AND MISCELLANEOUS INSTRUMENTS
67,PHOTOGRAPHIC EQPT
6710,"CAMERAS, MOTION PICTURE"
6720,"CAMERAS, STILL PICTURE"
6730,PHOTOGRAPHIC PROJECTION EQUIPMENT
6740,PHOTOGRAPHIC DEVELOPING AND FINISHING EQUIPMENT
6750,PHOTOGRAPHIC SUPPLIES
6760,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES
6770,"FILM, PROCESSED"
6780,"PHOTOGRAPHIC SETS, KITS, AND OUTFITS"
68,CHEMICALS AND CHEMICAL PRODUCTS
6810,CHEMICALS
6820,DYES
6830,GASES: COMPRESSED AND LIQUEFIED
6835,MEDICAL GASES
6840,PEST CONTROL AGENTS AND DISINFECTANTS
6850,MISCELLANEOUS CHEMICAL SPECIALTIES
69,TRAINING AIDS AND DEVICES
6910,TRAINING AIDS
6920,ARMAMENT TRAINING DEVICES
6930,OPERATION TRAINING DEVICES
6940,COMMUNICATION TRAINING DEVICES
7,IT AND TELECOM - INFORMATION TECHNOLOGY AND TELECOMMUNICATIONS
70,"INFORMATION TECHNOLOGY EQUIPMENT (INCLD FIRMWARE) SOFTWARE,SUPPLIES& SUPPORT EQUIPMENT"
7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION
7020,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG"
7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL"
7022,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID"
7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES
7030,INFORMATION TECHNOLOGY SOFTWARE
7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT
7040,PUNCHED CARD EQUIPMENT
7042,MINI AND MICRO COMPUTER CONTROL DEVICES
7045,INFORMATION TECHNOLOGY SUPPLIES
7050,INFORMATION TECHNOLOGY COMPONENTS
71,FURNITURE
7105,HOUSEHOLD FURNITURE
7110,OFFICE FURNITURE
7125,"CABINETS, LOCKERS, BINS, AND SHELVING"
7195,MISCELLANEOUS FURNITURE AND FIXTURES
72,HOUSEHOLD/COMMERC FURNISH/APPLIANCE
7210,HOUSEHOLD FURNISHINGS
7220,FLOOR COVERINGS
7230,"DRAPERIES, AWNINGS, AND SHADES"
7240,HOUSEHOLD AND COMMERCIAL UTILITY CONTAINERS
7290,MISCELLANEOUS HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
73,FOOD PREPARATION/SERVING EQPT
7310,"FOOD COOKING, BAKING, AND SERVING EQUIPMENT"
7320,KITCHEN EQUIPMENT AND APPLIANCES
7330,KITCHEN HAND TOOLS AND UTENSILS
7340,CUTLERY AND FLATWARE
7350,TABLEWARE
7360,"SETS, KITS, OUTFITS AND MODULES, FOOD PREPERATION AND SERVING"
74,OFFICE MACH/TEXT PROCESS/VISIB REC
7420,ACCOUNTING AND CALCULATING MACHINES
7430,TYPEWRITERS AND OFFICE TYPE COMPOSING MACHINES
7435,OFFICE INFORMATION SYSTEM EQUIPMENT
7450,OFFICE TYPE SOUND RECORDING AND REPRODUCING MACHINES
7460,VISIBLE RECORD EQUIPMENT
7490,MISCELLANEOUS OFFICE MACHINES
75,OFFICE SUPPLIES AND DEVICES
7510,OFFICE SUPPLIES
7520,OFFICE DEVICES AND ACCESSORIES
7530,STATIONERY AND RECORD FORMS
7540,STANDARD FORMS
76,"BOOKS, MAPS, OTHER PUBLICATIONS"
7610,BOOKS AND PAMPHLETS
7630,NEWSPAPERS AND PERIODICALS
7640,"MAPS, ATLASES, CHARTS, AND GLOBES"
7641,"AERONAUTICAL MAPS, CHARTS AND GEODETIC PRODUCTS"
7642,"HYDROGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS"
7643,"TOPOGRAPHIC MAPS, CHARTS AND GEODETIC PRODUCTS"
7644,"DIGITAL MAPS, CHARTS AND GEODETIC PRODUCTS"
7650,DRAWINGS AND SPECIFICATIONS
7660,SHEET AND BOOK MUSIC
7670,"MICROFILM, PROCESSED"
7690,MISCELLANEOUS PRINTED MATTER
77,MUSICAL INST/PHONOGRAPH/HOME RADIO
7710,MUSICAL INSTRUMENTS
7720,MUSICAL INSTRUMENT PARTS AND ACCESSORIES
7730,"PHONOGRAPHS, RADIOS, AND TELEVISION SETS: HOME TYPE"
7735,"PARTS AND ACCESSORIES OF PHONOGRAPHS, RADIOS, AND TELEVISION SET: HOME TYPE"
7740,PHONOGRAPH RECORDS
78,RECREATIONAL/ATHLETIC EQPT
7810,ATHLETIC AND SPORTING EQUIPMENT
7820,"GAMES, TOYS, AND WHEELED GOODS"
7830,RECREATIONAL AND GYMNASTIC EQUIPMENT
79,CLEANING EQPT AND SUPPLIES
7910,FLOOR POLISHERS AND VACUUM CLEANING EQUIPMENT
7920,"BROOMS, BRUSHES, MOPS, AND SPONGES"
7930,CLEANING AND POLISHING COMPOUNDS AND PREPARATIONS
7A,IT AND TELECOM - APLLICATIONS
7A20,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE)
7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE)
7B,IT AND TELECOM - COMPUTE
7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7B21,IT AND TELECOM - COMPUTE: MAINFRAME (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7C,IT AND TELECOM - DATA CENTER
7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7C21,IT AND TELECOM - OTHER DATA CENTER FACILITIES PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7D,IT AND TELECOM - DELIVERY
7D20,IT AND TELECOM - SERVICE DELIVERY MANAGEMENT (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7E,IT AND TELECOM - END USER
7E20,"IT AND TELECOM – END USER: HELP DESK;TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOL (HW/PERPETUAL SW)"
7F,IT AND TELECOM - IT MANAGEMENT
7F20,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G,IT AND TELECOM - NETWORK
7G20,IT AND TELECOM - NETWORK: ANALOG VOICE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)"
7H,IT AND TELECOM - PLATFORM
7H20,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)"
7J,IT AND TELECOM - SECURITY AND COMPLIANCE
7J20,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
7K,IT AND TELECOM - STORAGE
7K20,IT AND TELECOM - STORAGE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE)
80,"BRUSHES, PAINTS, SEALERS, ADHESIVES"
8010,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS"
8020,PAINT AND ARTISTS' BRUSHES
8030,PRESERVATIVE AND SEALING COMPOUNDS
8040,ADHESIVES
81,CONTAINERS/PACKAGING/PACKING SUPPL
8105,BAGS AND SACKS
8110,DRUMS AND CANS
8115,"BOXES, CARTONS, AND CRATES"
8120,COMMERCIAL AND INDUSTRIAL GAS CYLINDERS
8125,BOTTLES AND JARS
8130,REELS AND SPOOLS
8135,PACKAGING AND PACKING BULK MATERIALS
8140,"AMMUNITION AND NUCLEAR ORDNANCE BOXES, PACKAGES AND SPECIAL CONTAINERS"
8145,SPECIALIZED SHIPPING AND STORAGE CONTAINERS
8150,FREIGHT CONTAINERS
83,TEXTILE/LEATHER/FUR; TENT; FLAG
8305,TEXTILE FABRICS
8310,YARN AND THREAD
8315,NOTIONS AND APPAREL FINDINGS
8320,PADDING AND STUFFING MATERIALS
8325,FUR MATERIALS
8330,LEATHER
8335,SHOE FINDINGS AND SOLING MATERIALS
8340,TENTS AND TARPAULINS
8345,FLAGS AND PENNANTS
84,"CLOTHING, INDIVIDUAL EQUIPMENT, INSIGNA, AND JEWELRY"
8405,"OUTERWEAR, MEN'S"
8410,"OUTERWEAR, WOMEN'S"
8415,"CLOTHING, SPECIAL PURPOSE"
8420,"UNDERWEAR AND NIGHTWEAR, MEN'S"
8425,"UNDERWEAR AND NIGHTWEAR, WOMEN'S"
8430,"FOOTWEAR, MEN'S"
8435,"FOOTWEAR, WOMEN'S"
8440,"HOSIERY, HANDWEAR, AND CLOTHING ACCESSORIES, MEN'S"
8445,"HOSIERY, HANDWEAR, AND CLOTHING ACCESSORIES, WOMEN'S"
8450,CHILDREN'S AND INFANTS' APPAREL AND ACCESSORIES
8455,BADGES AND INSIGNIA
8457,JEWELRY
8460,LUGGAGE
8465,INDIVIDUAL EQUIPMENT
8470,"ARMOR, PERSONAL"
8475,SPECIALIZED FLIGHT CLOTHING AND ACCESSORIES
85,TOILETRIES
8510,"PERFUMES, TOILET PREPARATIONS, AND POWDERS"
8520,"TOILET SOAP, SHAVING PREPARATIONS, AND DENTIFRICES"
8530,PERSONAL TOILETRY ARTICLES
8540,TOILETRY PAPER PRODUCTS
87,AGRICULTURAL SUPPLIES
8710,FORAGE AND FEED
8720,FERTILIZERS
8730,SEEDS AND NURSERY STOCK
88,LIVE ANIMALS
8810,"LIVE ANIMALS, RAISED FOR FOOD"
8820,"LIVE ANIMALS, NOT RAISED FOR FOOD"
89,SUBSISTENCE
8900,PERISHABLE SUBSISTENCE $10K TO $25K
8905,"MEAT, POULTRY, AND FISH"
8910,DAIRY FOODS AND EGGS
8915,FRUITS AND VEGETABLES
8920,BAKERY AND CEREAL PRODUCTS
8925,"SUGAR, CONFECTIONERY, AND NUTS"
8930,"JAMS, JELLIES, AND PRESERVES"
8935,SOUPS AND BOUILLONS
8940,SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS
8945,"FOOD, OILS AND FATS"
8950,CONDIMENTS AND RELATED PRODUCTS
8955,"COFFEE, TEA, AND COCOA"
8960,"BEVERAGES, NONALCOHOLIC"
8965,"BEVERAGES, ALCOHOLIC"
8970,COMPOSITE FOOD PACKAGES
8975,TOBACCO PRODUCTS
8999,FOOD ITEMS FOR RESALE
91,"FUELS, LUBRICANTS, OILS, WAXES"
9110,"FUELS, SOLID"
9130,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE"
9135,"LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE"
9140,FUEL OILS
9150,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC"
9160,"MISCELLANEOUS WAXES, OILS, AND FATS"
93,NONMETALLIC FABRICATED MATERIALS
9310,PAPER AND PAPERBOARD
9320,RUBBER FABRICATED MATERIALS
9330,PLASTICS FABRICATED MATERIALS
9340,GLASS FABRICATED MATERIALS
9350,REFRACTORIES AND FIRE SURFACING MATERIALS
9390,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS
94,NONMETALLIC CRUDE MATERIALS
9410,CRUDE GRADES OF PLANT MATERIALS
9420,"FIBERS: VEGETABLE, ANIMAL, AND SYNTHETIC"
9430,"MISCELLANEOUS CRUDE ANIMAL PRODUCTS, INEDIBLE"
9440,MISCELLANEOUS CRUDE AGRICULTURAL AND FORESTRY PRODUCTS
9450,"NONMETALLIC SCRAP, EXCEPT TEXTILE"
95,"METAL BARS, SHEETS, SHAPES"
9505,"WIRE, NONELECTRICAL"
9510,BARS AND RODS
9515,"PLATE, SHEET, STRIP, FOIL, AND LEAF"
9520,STRUCTURAL SHAPES
9525,"WIRE, NONELECTRICAL, NONFERROUS BASE METAL"
9530,"BARS AND RODS, NONFERROUS BASE METAL"
9535,"PLATE, SHEET, STRIP, AND FOIL; NONFERROUS BASE METAL"
9540,"STRUCTURAL SHAPES, NONFERROUS BASE METAL"
9545,"PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL"
96,"ORES, MINERALS AND PRIMARY PRODUCTS"
9610,ORES
9620,"MINERALS, NATURAL AND SYNTHETIC"
9630,ADDITIVE METAL MATERIALS
9640,IRON AND STEEL PRIMARY AND SEMIFINISHED PRODUCTS
9650,NONFERROUS BASE METAL REFINERY AND INTERMEDIATE FORMS
9660,PRECIOUS METALS PRIMARY FORMS
9670,IRON AND STEEL SCRAP
9680,NONFERROUS SCRAP
99,MISCELLANEOUS
9905,"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES"
9910,JEWELRY
9915,COLLECTORS' AND/OR HISTORICAL ITEMS
9920,SMOKERS' ARTICLES AND MATCHES
9925,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES"
9930,MEMORIALS; CEMETERIAL AND MORTUARY EQUIPMENT AND SUPPLIES
9998,NON-FOOD ITEMS FOR RESALE
9999,MISCELLANEOUS ITEMS
A,RESEARCH AND DEVELOPMENT
AA,AGRICULTURE R&D SERVICES
AA10,R&D-INSECT & DIS CONT
AA11,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; BASIC RESEARCH
AA12,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; APPLIED RESEARCH
AA13,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; EXPERIMENTAL DEVELOPMENT
AA14,AGRICULTURE R&D SERVICES; AGRICULTURAL RESEARCH AND SERVICES; R&D ADMINISTRATIVE EXPENSES
AA15,AGRICULTURE R&D SVCS; AGRICULTURAL RESEARCH & SVCS; R&D FACILITIES & MAJ EQUIP
AA16,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (MANAGEMENT/SUPPORT)
AA17,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED)
AA20,R&D-AGRI MARKETING
AA21,R&D- AGRICULTURE: MARKETING (BASIC RESEARCH)
AA22,R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AA23,R&D- AGRICULTURE: MARKETING (ADVANCED DEVELOPMENT)
AA24,R&D- AGRICULTURE: MARKETING (ENGINEERING DEVELOPMENT)
AA25,R&D- AGRICULTURE: MARKETING (OPERATIONAL SYSTEMS DEVELOPMENT)
AA26,R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT)
AA27,R&D- AGRICULTURE: MARKETING (COMMERCIALIZED)
AA30,R&D-AGRI PRODUCTION
AA31,R&D- AGRICULTURE: PRODUCTION (BASIC RESEARCH)
AA32,R&D- AGRICULTURE: PRODUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AA33,R&D- AGRICULTURE: PRODUCTION (ADVANCED DEVELOPMENT)
AA34,R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT)
AA35,R&D- AGRICULTURE: PRODUCTION (OPERATIONAL SYSTEMS DEVELOPMENT)
AA36,R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT)
AA37,R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED)
AA41,R&D-AQUACUL/HYDROPONICS-B RES
AA42,R&D-AQUACUL/HYDROPONICS-A RES/EXPL
AA43,R&D-AQUACUL/HYDROPONICS-ADV DEV
AA44,R&D-AQUACUL/HYDROPONICS-ENG DEV
AA45,R&D-AQUACUL/HYDROPONICS-OPSY DEV
AA46,R&D-AQUACUL/HYDROPONICS-MGMT SUP
AA47,RDTE/AQUACULTURE & HYDROPONICS-OP SYSTEM DEVELOP
AA90,R&D-OTHER AGRI
AA91,R&D- AGRICULTURE: OTHER (BASIC RESEARCH)
AA92,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AA93,R&D- AGRICULTURE: OTHER (ADVANCED DEVELOPMENT)
AA94,R&D- AGRICULTURE: OTHER (ENGINEERING DEVELOPMENT)
AA95,R&D- AGRICULTURE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT)
AA97,R&D- AGRICULTURE: OTHER (COMMERCIALIZED)
AB,Community and Regional Development R&D Services
AB10,R&D-CRIME PREVENT & CONT
AB11,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; BASIC RESEARCH
AB12,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; APPLIED RESEARCH
AB13,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; EXPERIMENTAL DEVELOPMENT
AB14,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; COMMUNITY DEVELOPMENT; R&D ADMINISTRATIVE EXPENSES
AB15,COMMUNITY & REGIONAL DEVELOPMENT R&D SVCS; COMMUNITY DEVELOPMENT; R&D FACILITIES & MAJ EQUIP
AB16,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT)
AB17,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (COMMERCIALIZED)
AB20,R&D-FIRE PREVENT & CONT
AB21,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; AREA AND REGIONAL DEVELOPMENT; BASIC RESEARCH
AB22,COMMUNITY AND REGIONAL DEVELOPMENT R&D SERVICES; AREA AND REGIONAL DEVELOPMENT; APPLIED RESEARCH
AB23,COMMUNITY & REGIONAL DEVELOPMENT R&D SVCS; AREA & REGIONAL DEVELOPMENT; EXPERIMENTAL DEVELOPMENT
AB24,COMMUNITY & REGIONAL DEVELOPMENT R&D SVCS; AREA & REGIONAL DEVELOPMENT; R&D ADMINISTRATIVE EXPENSES
AB25,COMMUNITY & REGIONAL DEVELOPMENT R&D SVCS; AREA & REGIONAL DEVELOPMENT; R&D FACILITIES & MAJ EQUIP
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT)
AB27,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED)
AB30,R&D-RURAL SVCS & DEVELOP
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH)
AB32,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AB33,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ADVANCED DEVELOPMENT)
AB34,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ENGINEERING DEVELOPMENT)
AB35,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT)
AB36,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT)
AB37,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED)
AB40,R&D-URBAN SVCS & DEVELOP
AB41,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH)
AB42,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AB43,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ADVANCED DEVELOPMENT)
AB44,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ENGINEERING DEVELOPMENT)
AB45,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (OPERATIONAL SYSTEMS DEVELOPMENT)
AB46,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (MANAGEMENT/SUPPORT)
AB47,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (COMMERCIALIZED)
AB90,R&D-OTHER SVC & DEVELOP
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)
AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT)
AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT)
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT)
AB96,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT)
AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED)
AC,C – National Defense R&D Services
AC10,R&D-AIRCRAFT
AC11,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH
AC12,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH
AC13,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT
AC14,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; R&D ADMINISTRATIVE EXPENSES
AC15,NATIONAL DEFENSE R&D SVCS; DEPARTMENT OF DEFENSE - MILITARY; R&D FACILITIES & MAJ EQUIP
AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT)
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED)
AC20,R&D-MISSILE & SPACE SYS
AC21,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; BASIC RESEARCH
AC22,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH
AC23,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; EXPERIMENTAL DEVELOPMENT
AC24,NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES
AC25,NATIONAL DEFENSE R&D SVCS; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D FACILITIES & MAJ EQUIP
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT)
AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED)
AC30,R&D-SHIPS
AC31,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; BASIC RESEARCH
AC32,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH
AC33,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; EXPERIMENTAL DEVELOPMENT
AC34,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; R&D ADMINISTRATIVE EXPENSES
AC35,NATIONAL DEFENSE R&D SVCS; DEFENSE-RELATED ACTIVITIES; R&D FACILITIES & MAJ EQUIP
AC36,R&D- DEFENSE SYSTEM: SHIPS (MANAGEMENT/SUPPORT)
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED)
